deal_id	has_MR	prom_length	price	discount_pct	coupon_duration	featured	limited_supply	revenue	ps	ps_logit	revenue_scaled	ps_quintile	log_revenue
westgate-lanes-1	1	5	28	51	186	0	1	12600	0.254896193491939	-1.0726671683359286	0.10802706873500552	2	9.441452092939569
gl-columbia-football	1	3	10	50	16	0	1	1000	0.29908958801088875	-0.8516369246001741	-0.5321992118827945	3	6.907755278982137
chicago-chocolate-tour	1	2	22	45	369	1	1	22000	0.7238340542753277	0.9635602216489554	0.6268311237183952	5	9.998797732340453
nightmare-on-clark-street	1	2	12	60	3	0	1	2640	0.3394907863523197	-0.6655642656129122	-0.4416844618644159	4	7.878534196140362
manhattan-helicopters-1	1	4	149	32	186	1	1	50660	0.20988119462573632	-1.3256416899550092	2.208631572210305	2	10.832891923555666
heart-in-hands	1	5	20	50	369	0	0	1400	0.5036876823278155	0.014750996780234144	-0.510122443585629	5	7.24422751560335
dusable-museum	1	3	30	50	369	0	1	6900	0.5545277345713399	0.21898183275791874	-0.20656687949960312	5	8.83927669058535
rusty-wallace-boston	1	4	64	50	430	0	1	6400	0.45341084728206277	-0.18689876619074472	-0.23416283987106	5	8.764053269347762
little-shop-of-crafts-4	1	3	15	50	126	0	1	7800	0.3757972096172771	-0.5074256383894837	-0.1568941508309807	4	8.961879012677683
gl-musical-living-dead-cowardly-scarecrow	1	2	12	52	4	0	1	840	0.354675058480995	-0.5985519331551601	-0.5410299192016608	4	6.733401891837359
gl-smokers-club-tour-react-presents	1	3	13	55	10	0	1	6110	0.2812596922443203	-0.9382216929209843	-0.250168496886505	3	8.71768205216564
midamerica-raceway-and-hobbies	1	2	20	50	186	0	0	6000	0.5880170893083638	0.3557741413404342	-0.25623960816822555	5	8.699514748210191
gl-dom-irrera-wilbur-theatre	1	2	19	50	5	0	1	380	0.34540048054526695	-0.6393190709782326	-0.566418202743401	4	5.940171252720432
manhattan-ballroom-dance-1	1	3	29	64	186	0	1	6960	0.3710611666213426	-0.5276670891236018	-0.2032553642550283	4	8.847934753328465
cobble-hill-cinemas-1	1	3	15	59	95	0	1	15000	0.33448484496020287	-0.6879698379918626	0.24048767851799863	4	9.615805480084347
bronx-haunted-house	1	3	5	50	14	0	0	1000	0.3895725645249267	-0.44910927598396955	-0.5321992118827945	4	6.907755278982137
glenwood-roller-rink	1	3	12	52	73	0	1	1320	0.33535406940367507	-0.6840675664007747	-0.5145377972450621	4	7.1853870155804165
rotorzen-helicopters-chi	1	2	199	50	369	0	1	23880	0.2880097022227798	-0.9050701167596942	0.7305919347150731	3	10.080796567506539
gl-george-jones-genesee-theatre-1	1	2	25	55	11	0	1	1750	0.32972068680840827	-0.7094486184251813	-0.4908052713256092	4	7.4673710669175595
gl-national-event-partners-2	1	3	110	60	18	0	1	30800	0.14388468509273802	-1.7833928999464468	1.1125200262560366	1	10.335269968961667
gl-mercury-theater	1	2	15	50	3	0	1	750	0.35160731082766505	-0.6119815559964223	-0.5459971920685229	4	6.620073206530356
